=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-9-6_2-27-9
====================================================================================
2:27:9 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12386.616211, 25.623194, 9243.871094>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12381.435547, 25.897575, 9248.793945>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12380.636719, 25.931915, 9249.543945>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12380.636719, 25.931915, 9249.543945>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12379.723633, 25.970913, 9250.410156>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12374.447266, 26.179005, 9255.402344>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12374.139648, 26.181723, 9255.690430>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12371.581055, 26.204147, 9258.091797>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12367.297852, 26.239574, 9262.113281>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12365.812500, 26.226362, 9263.500000>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12361.947266, 26.181112, 9267.111328>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12358.777344, 26.166162, 9270.077148>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12356.020508, 26.161081, 9272.659180>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12354.574219, 26.158213, 9274.012695>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12350.369141, 26.183598, 9277.958008>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12347.721680, 26.194929, 9280.440430>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12347.466797, 26.196003, 9280.679688>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12341.566406, 26.224592, 9286.213867>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12340.572266, 26.223097, 9287.144531>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12340.572266, 26.223097, 9287.144531>)
2:44:52 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12334.130859, 26.187399, 9293.170898>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12333.968750, 26.186197, 9293.321289>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12332.336914, 26.172852, 9294.844727>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12326.832031, 26.181486, 9300.006836>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12326.832031, 26.181486, 9300.006836>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12326.832031, 26.181486, 9300.006836>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12326.740234, 26.183863, 9300.092773>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12325.343750, 26.220472, 9301.407227>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12320.232422, 26.308847, 9306.219727>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12318.494141, 26.316895, 9307.847656>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12318.494141, 26.316895, 9307.847656>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12317.777344, 26.315357, 9308.519531>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12312.875000, 26.337631, 9313.119141>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12311.399414, 26.357584, 9314.502930>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12309.984375, 26.359352, 9315.830078>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12304.679688, 26.212421, 9320.765625>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12303.187500, 26.143282, 9322.144531>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12299.742188, 25.828131, 9325.295898>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12290.289063, 24.694384, 9333.878906>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12287.997070, 24.532808, 9335.958984>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12289.440430, 25.621424, 9334.844727>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12278.113281, 23.849289, 9344.604492>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12272.247070, 23.144344, 9349.731445>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12266.379883, 22.724493, 9354.803711>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12265.236328, 22.687870, 9355.769531>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12262.723633, 22.601595, 9357.940430>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12258.584961, 22.560482, 9361.517578>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12257.572266, 22.532824, 9362.390625>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12250.646484, 22.384222, 9368.327148>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12249.499023, 22.486528, 9369.315430>)
2:44:53 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12244.847656, 22.837467, 9373.318359>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12244.750977, 22.843801, 9373.396484>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12241.750977, 22.811939, 9375.952148>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12236.281250, 22.688385, 9380.663086>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12236.195313, 22.689913, 9380.742188>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12234.558594, 22.740089, 9382.167969>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12222.510742, 21.405361, 9392.465820>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12222.506836, 21.409985, 9392.476563>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12222.278320, 21.501595, 9392.704102>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12220.949219, 21.974834, 9393.892578>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12219.506836, 22.475664, 9395.153320>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12219.432617, 22.540136, 9395.303711>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12219.353516, 22.630962, 9395.512695>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12218.431641, 22.973982, 9396.369141>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12216.373047, 23.639751, 9398.250977>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12216.075195, 23.711126, 9398.661133>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12214.977539, 23.930159, 9399.667969>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12212.112305, 24.500454, 9402.284180>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12211.830078, 24.557890, 9402.557617>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12210.701172, 24.792414, 9403.700195>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12210.692383, 24.792656, 9403.691406>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12210.365234, 24.861481, 9404.032227>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12207.008789, 25.366964, 9407.219727>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12205.730469, 25.525265, 9408.535156>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12205.354492, 25.571268, 9408.966797>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12204.570313, 25.668644, 9409.745117>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12200.023438, 26.085114, 9414.177734>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12199.502930, 26.100157, 9414.766602>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12199.501953, 26.099861, 9414.772461>)
2:44:54 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12199.494141, 26.100498, 9414.776367>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12192.755859, 26.275387, 9421.295898>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12192.533203, 26.271639, 9421.542969>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12192.352539, 26.258001, 9421.880859>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12186.573242, 26.204340, 9427.698242>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12185.560547, 26.207897, 9428.939453>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12185.688477, 26.203325, 9428.874023>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12181.753906, 26.249950, 9432.941406>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12179.716797, 26.273556, 9435.045898>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12179.582031, 26.270712, 9435.293945>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12178.871094, 26.611925, 9436.222656>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12178.926758, 27.737370, 9436.268555>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12178.926758, 27.737370, 9436.268555>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12178.926758, 27.737370, 9436.268555>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12178.967773, 27.858429, 9436.301758>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12178.983398, 27.926334, 9436.314453>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12178.997070, 28.041813, 9436.325195>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12168.899414, 26.361418, 9447.265625>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12167.455078, 26.372435, 9448.916992>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12166.888672, 26.374195, 9449.625977>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12166.954102, 26.370247, 9449.637695>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12166.954102, 26.370247, 9449.637695>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12163.617188, 26.392408, 9453.378906>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12162.044922, 26.382235, 9455.138672>)
2:44:55 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12162.044922, 26.382235, 9455.138672>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12162.044922, 26.382235, 9455.138672>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12162.044922, 26.382235, 9455.138672>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12162.044922, 26.382235, 9455.138672>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.562500, 26.381180, 9459.140625>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.730469, 27.023449, 9459.122070>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.730469, 27.023449, 9459.122070>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.730469, 27.023449, 9459.122070>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.730469, 27.023449, 9459.122070>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.730469, 27.023449, 9459.122070>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.730469, 27.023449, 9459.122070>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.746094, 27.000731, 9459.137695>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.755859, 26.984192, 9459.147461>)
2:44:56 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12158.746094, 26.984673, 9459.137695>)
2:44:57 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12150.237305, 26.344276, 9466.952148>)
2:44:57 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12144.739258, 26.806633, 9472.208984>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12136.828125, 25.394672, 9482.658203>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12130.416992, 24.819435, 9491.265625>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12130.410156, 24.819429, 9491.266602>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12119.536133, 21.955502, 9505.393555>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12117.073242, 21.802193, 9508.742188>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12114.632813, 21.802336, 9512.109375>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12114.416016, 21.810146, 9512.420898>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12113.294922, 21.852703, 9513.982422>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12110.194336, 21.924349, 9518.271484>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12109.381836, 21.921030, 9519.390625>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12106.645508, 21.911133, 9523.135742>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12104.742188, 21.912708, 9525.369141>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12104.752930, 21.969193, 9524.788086>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12099.573242, 21.800154, 9531.221680>)
2:44:58 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12099.608398, 21.826000, 9531.019531>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12097.277344, 21.839106, 9533.549805>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12094.525391, 21.730879, 9536.838867>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12092.329102, 21.674824, 9539.135742>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12088.721680, 21.348112, 9543.177734>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12088.098633, 21.329632, 9543.714844>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12084.609375, 21.174416, 9547.006836>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12082.756836, 21.046204, 9548.896484>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12078.756836, 20.761595, 9552.598633>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12076.276367, 20.559923, 9555.039063>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12074.866211, 20.634943, 9556.325195>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12071.346680, 20.644234, 9559.675781>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12069.182617, 20.652452, 9561.687500>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12064.169922, 20.288651, 9566.340820>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12062.435547, 20.152576, 9567.924805>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12055.740234, 19.436563, 9574.061523>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12054.635742, 19.305231, 9575.064453>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12053.680664, 19.192057, 9575.928711>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12042.280273, 17.226652, 9586.172852>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12038.930664, 16.791275, 9589.207031>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12028.263672, 14.442530, 9598.663086>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12025.433594, 14.930922, 9601.448242>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12025.244141, 14.995975, 9601.650391>)
2:44:59 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12023.214844, 15.671439, 9603.722656>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12022.438477, 15.949982, 9604.522461>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12021.927734, 16.284714, 9605.083984>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12021.036133, 17.158808, 9606.126953>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12020.141602, 17.455236, 9607.041016>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12020.064453, 17.505777, 9607.126953>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12017.963867, 18.548670, 9609.359375>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12017.920898, 18.568987, 9609.403320>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12017.556641, 19.182266, 9609.908203>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12015.707031, 19.602831, 9611.789063>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12015.862305, 19.562515, 9612.199219>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12013.113281, 20.588942, 9614.475586>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12013.160156, 20.586199, 9614.672852>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12010.542969, 21.059515, 9617.229492>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12009.115234, 21.271063, 9618.710938>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12006.504883, 21.719181, 9621.260742>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12006.062500, 21.801424, 9621.725586>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12004.247070, 22.216408, 9623.581055>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12002.816406, 22.584099, 9625.013672>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<12001.400391, 22.945311, 9626.481445>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11999.821289, 23.341541, 9628.077148>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11997.986328, 23.724010, 9629.936523>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11997.786133, 23.772226, 9630.131836>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11994.515625, 24.608074, 9633.458008>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11994.456055, 24.623451, 9633.515625>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11993.473633, 24.874508, 9634.502930>)
2:45:0 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11990.546875, 25.413055, 9637.429688>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11989.884766, 25.503302, 9638.070313>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11987.624023, 25.806190, 9640.294922>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11985.770508, 26.054440, 9642.124023>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11983.767578, 26.287155, 9644.078125>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11980.899414, 26.531849, 9646.862305>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11978.004883, 26.757771, 9649.568359>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11974.113281, 27.025398, 9653.112305>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11969.693359, 27.117159, 9657.116211>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11968.835938, 27.122227, 9657.884766>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.549805, 25.371727, 9672.982422>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.369141, 25.961040, 9673.292969>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.381836, 26.056757, 9673.298828>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.381836, 26.056757, 9673.298828>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.381836, 26.056757, 9673.298828>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.381836, 26.056757, 9673.298828>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.668945, 27.717735, 9673.448242>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.668945, 27.646282, 9673.447266>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.639648, 28.064516, 9673.595703>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.361328, 29.046846, 9674.106445>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.296875, 29.064175, 9674.162109>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.289063, 29.066309, 9674.168945>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11950.350586, 29.425974, 9675.115234>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11949.938477, 30.302271, 9675.713867>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11949.957031, 30.777607, 9675.837891>)
2:45:1 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11950.907227, 31.824028, 9675.297852>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11950.923828, 31.954874, 9675.366211>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11950.150391, 33.027798, 9676.287109>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11950.473633, 33.189289, 9676.132813>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.266602, 33.675976, 9675.582031>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.531250, 34.157780, 9675.528320>)
2:45:2 | "Survivor" (steamid=76561199061045416) teleported to crosshair (pos=<11951.531250, 34.595081, 9675.642578>)
